distname,district_id,dist_grad,dist_grad_tot,dist_died,dist_ret_home_ctry,dist_college,dist_home_school,dist_rem_cps,dist_exp_no_ret,dist_enr_priv,dist_enr_non_tx_priv,dist_admin_withdrawn,dist_grad_hs_gone,dist_ged_non_tx,dist_univ_hs_dp,dist_grad_iceo_mil,dist_other_tot,dist_pregnancy,dist_med_inj,dist_crt_ord_no_ged,dist_fed_or_state_jail,dist_other,dist_drop_tot,leaver_count,enrollment_count,school_year
Triumph Public HS-Rio Grande,108804,205,205,0,45,0,94,0,0,0,22,0,0,0,0,0,161,0,0,0,0,11,11,11.0,582.0,2023-24
IDEA Public Schools,108807,"2,291","2,291",1,136,1,86,2,6,13,278,1,0,1,0,0,525,2,0,0,0,380,382,382.0,907.0,2023-24
Vanguard Academy,108808,215,215,1,3,4,3,0,0,1,7,0,0,0,0,0,19,0,0,0,0,0,0,0.0,449.0,2023-24
Excellence In Leadership Academy,108809,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Donna ISD,108902,861,861,0,89,0,132,0,0,0,40,1,0,0,0,0,262,0,0,11,0,43,54,54.0,2038.0,2023-24
Edcouch-Elsa ISD,108903,328,328,0,3,0,6,0,0,0,13,0,0,0,0,0,22,0,0,0,0,45,45,45.0,723.0,2023-24
Edinburg CISD,108904,"2,419","2,419",3,144,7,80,1,0,3,126,0,1,0,0,0,365,0,0,37,0,256,293,293.0,658.0,2023-24
Hidalgo ISD,108905,247,247,1,33,0,0,0,0,0,13,0,0,0,0,0,47,0,0,0,0,7,7,7.0,548.0,2023-24
McAllen ISD,108906,"1,617","1,617",2,92,3,93,2,0,8,53,0,0,0,0,0,253,0,0,0,0,9,9,9.0,262.0,2023-24
Mercedes ISD,108907,331,331,0,8,0,4,0,0,0,16,0,0,0,0,0,28,0,0,0,2,38,40,40.0,730.0,2023-24
Mission CISD,108908,"1,025","1,025",0,81,0,96,0,0,1,42,0,0,0,0,0,220,0,0,0,0,26,26,26.0,246.0,2023-24
Pharr-San Juan-Alamo ISD,108909,"2,276","2,276",5,128,0,137,1,0,3,82,0,1,1,0,0,358,0,0,0,2,17,19,19.0,377.0,2023-24
Progreso ISD,108910,125,125,0,7,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,12,12,12.0,274.0,2023-24
Sharyland ISD,108911,877,877,0,52,0,32,1,0,5,37,0,0,0,1,0,128,-1,-1,-1,-1,-1,2,2.0,1884.0,2023-24
La Joya ISD,108912,"1,869","1,869",1,132,1,95,0,0,1,72,0,0,0,0,0,302,0,0,3,0,149,152,152.0,454.0,2023-24
Weslaco ISD,108913,"1,230","1,230",1,47,0,54,0,0,0,46,0,0,0,0,0,148,0,1,0,5,69,75,75.0,223.0,2023-24
La Villa ISD,108914,38,38,0,1,0,8,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0.0,86.0,2023-24
Monte Alto ISD,108915,64,64,0,2,0,0,0,0,0,7,0,0,0,0,0,9,0,0,0,0,13,13,13.0,150.0,2023-24
Valley View ISD,108916,302,302,1,37,0,2,0,0,1,7,0,0,0,0,0,48,-1,-1,-1,-1,-1,2,2.0,654.0,2023-24
Abbott ISD,109901,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,43.0,2023-24
Bynum ISD,109902,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,33.0,2023-24
Covington ISD,109903,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,38.0,2023-24
Hillsboro ISD,109904,130,130,0,1,0,17,0,0,2,3,0,0,0,0,0,23,0,0,0,0,0,0,0.0,283.0,2023-24
Hubbard ISD,109905,31,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,64.0,2023-24
Itasca ISD,109907,44,44,0,1,0,4,0,0,0,4,0,0,0,0,0,9,-1,-1,-1,-1,-1,3,3.0,100.0,2023-24
Malone ISD,109908,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Mount Calm ISD,109910,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,14.0,2023-24
Whitney ISD,109911,108,108,0,0,0,28,0,0,3,12,0,0,0,0,0,43,-1,-1,-1,-1,-1,2,2.0,261.0,2023-24
Aquilla ISD,109912,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,56.0,2023-24
Blum ISD,109913,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,55.0,2023-24
Penelope ISD,109914,24,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,50.0,2023-24
Anton ISD,110901,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,24.0,2023-24
Levelland ISD,110902,151,151,0,3,0,23,0,0,1,14,0,0,0,0,0,41,-1,-1,-1,-1,-1,4,4.0,347.0,2023-24
Ropes ISD,110905,41,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,85.0,2023-24
Smyer ISD,110906,38,38,0,0,0,7,0,0,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0.0,85.0,2023-24
Sundown ISD,110907,37,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,78.0,2023-24
Whitharral ISD,110908,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,22.0,2023-24
Lake Granbury Academy Charter,111801,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Granbury ISD,111901,504,504,0,7,0,64,0,0,7,36,0,0,0,0,0,114,0,0,0,0,33,33,33.0,1155.0,2023-24
Lipan ISD,111902,30,30,0,3,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0,68.0,2023-24
Tolar ISD,111903,71,71,0,0,0,6,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0.0,150.0,2023-24
Sulphur Springs ISD,112901,277,277,1,2,0,46,0,1,4,16,0,0,0,0,0,70,-1,-1,-1,-1,-1,3,3.0,627.0,2023-24
Cumby Collegiate ISD,112905,22,22,0,2,0,2,0,0,1,4,0,0,0,0,0,9,0,0,0,0,0,0,0.0,53.0,2023-24
North Hopkins ISD,112906,36,36,0,0,0,4,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0.0,77.0,2023-24
Miller Grove ISD,112907,25,25,1,0,0,3,0,0,0,2,0,0,0,0,0,6,-1,-1,-1,-1,-1,1,1.0,57.0,2023-24
Como-Pickton CISD,112908,43,43,0,1,0,18,0,0,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0.0,108.0,2023-24
Saltillo ISD,112909,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,34.0,2023-24
Sulphur Bluff ISD,112910,27,27,0,0,0,5,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0.0,61.0,2023-24
Crockett ISD,113901,92,92,0,2,0,9,0,0,1,3,1,0,0,0,0,16,0,0,0,0,5,5,5.0,205.0,2023-24
Grapeland ISD,113902,29,29,0,1,0,11,0,0,0,2,0,0,0,0,0,14,-1,-1,-1,-1,-1,3,3.0,75.0,2023-24
Lovelady ISD,113903,49,49,1,0,0,4,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0.0,108.0,2023-24
Latexo ISD,113905,34,34,0,2,0,3,0,0,0,3,0,0,0,0,0,8,-1,-1,-1,-1,-1,2,2.0,78.0,2023-24
Kennard ISD,113906,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,28.0,2023-24
Big Spring ISD,114901,247,247,2,5,0,46,0,0,1,29,0,0,0,0,0,83,0,0,0,0,26,26,26.0,603.0,2023-24
Coahoma ISD,114902,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0.0,9.0,2023-24
Forsan ISD,114904,63,63,0,1,0,2,0,0,1,3,0,0,0,0,0,7,-1,-1,-1,-1,-1,1,1.0,134.0,2023-24
Ft Hancock ISD,115901,29,29,0,7,0,2,0,0,0,3,0,0,0,0,0,12,-1,-1,-1,-1,-1,1,1.0,71.0,2023-24
Sierra Blanca ISD,115902,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,22.0,2023-24
Dell City ISD,115903,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,9.0,2023-24
Caddo Mills ISD,116901,146,146,0,2,0,11,0,0,1,10,0,0,0,0,0,24,0,0,0,0,0,0,0.0,316.0,2023-24
Celeste ISD,116902,43,43,0,0,0,6,0,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0.0,99.0,2023-24
Commerce ISD,116903,123,123,0,1,0,9,0,1,0,11,2,0,0,0,0,24,0,0,0,0,14,14,14.0,284.0,2023-24
Greenville ISD,116905,365,365,3,9,0,38,1,0,3,32,0,0,1,0,0,87,0,0,0,1,15,16,16.0,833.0,2023-24
Lone Oak ISD,116906,69,69,0,0,0,11,0,0,0,2,0,0,0,0,0,13,-1,-1,-1,-1,-1,2,2.0,153.0,2023-24
Quinlan ISD,116908,193,193,0,0,0,41,0,0,1,20,0,0,0,0,0,62,-1,-1,-1,-1,-1,1,1.0,449.0,2023-24
Wolfe City ISD,116909,51,51,0,3,0,6,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0.0,115.0,2023-24
Campbell ISD,116910,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,32.0,2023-24
Bland ISD,116915,50,50,0,3,0,4,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0.0,110.0,2023-24
Boles ISD,116916,47,47,0,0,0,5,0,0,1,2,0,0,0,0,0,8,0,0,0,0,0,0,0.0,102.0,2023-24
Borger ISD,117901,187,187,0,2,0,8,0,0,1,19,0,0,0,0,0,30,-1,-1,-1,-1,-1,4,4.0,408.0,2023-24
Sanford-Fritch ISD,117903,50,50,0,1,0,11,0,0,0,6,0,0,0,0,0,18,0,0,0,0,0,0,0.0,118.0,2023-24
Plemons-Stinnett-Phillips CISD,117904,42,42,0,0,0,2,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0.0,91.0,2023-24
Spring Creek ISD,117907,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Irion County ISD,118902,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,48.0,2023-24
Bryson ISD,119901,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,1,1.0,35.0,2023-24
Jacksboro ISD,119902,82,82,1,0,0,8,0,0,1,9,0,0,0,0,0,19,0,0,0,0,0,0,0.0,183.0,2023-24
Perrin-Whitt CISD,119903,26,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,55.0,2023-24
Edna ISD,120901,108,108,1,0,0,12,0,0,0,4,0,0,0,0,0,17,-1,-1,-1,-1,-1,2,2.0,235.0,2023-24
Ganado ISD,120902,48,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,2,2.0,101.0,2023-24
Industrial ISD,120905,84,84,0,0,0,10,0,0,2,1,0,0,0,0,0,13,-1,-1,-1,-1,-1,2,2.0,183.0,2023-24
Brookeland ISD,121902,18,18,0,0,0,6,0,0,0,2,0,0,0,0,0,8,-1,-1,-1,-1,-1,2,2.0,46.0,2023-24
Buna ISD,121903,88,88,0,4,0,25,0,0,5,3,1,0,0,0,0,38,-1,-1,-1,-1,-1,2,2.0,216.0,2023-24
Jasper ISD,121904,155,155,0,1,0,46,0,0,0,26,0,0,0,0,0,73,0,0,0,0,7,7,7.0,390.0,2023-24
Kirbyville CISD,121905,89,89,1,4,0,20,0,0,1,16,0,0,0,0,0,42,-1,-1,-1,-1,-1,2,2.0,222.0,2023-24
Evadale ISD,121906,30,30,0,3,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,69.0,2023-24
Ft Davis ISD,122901,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,3,3.0,38.0,2023-24
Valentine ISD,122902,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,5.0,2023-24
Tekoa Academy of Accelerated,123803,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,2,2.0,31.0,2023-24
Ehrhart School,123805,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0.0,3.0,2023-24
Bob Hope School,123807,119,119,0,1,0,4,0,0,0,10,0,0,0,0,0,15,-1,-1,-1,-1,-1,3,3.0,256.0,2023-24
Nederland ISD,123905,327,327,1,9,5,42,0,0,2,13,0,0,0,0,0,72,0,0,0,0,20,20,20.0,746.0,2023-24
Port Arthur ISD,123907,427,427,2,37,0,22,0,0,6,78,0,0,0,0,0,145,0,0,0,0,83,83,83.0,1082.0,2023-24
Port Neches-Groves ISD,123908,371,371,0,2,1,24,0,0,2,13,7,0,0,0,0,49,0,0,0,0,5,5,5.0,796.0,2023-24
Beaumont ISD,123910,"1,023","1,023",3,20,0,16,1,0,16,69,0,0,0,0,0,125,0,0,0,3,328,331,331.0,456.0,2023-24
Sabine Pass ISD,123913,26,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,54.0,2023-24
Hamshire-Fannett ISD,123914,133,133,0,5,1,19,0,0,2,8,0,0,0,0,0,35,0,0,0,0,0,0,0.0,301.0,2023-24
Jim Hogg County ISD,124901,82,82,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,1,1.0,169.0,2023-24
Alice ISD,125901,290,290,0,3,0,39,0,0,1,11,0,0,0,0,0,54,0,0,31,0,18,49,49.0,683.0,2023-24
Ben Bolt-Palito Blanco ISD,125902,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,1.0,73.0,2023-24
Orange Grove ISD,125903,127,127,0,0,0,12,0,0,0,14,1,0,0,0,0,27,0,0,3,0,3,6,6.0,287.0,2023-24
Premont ISD,125905,46,46,1,0,0,1,0,0,0,3,0,0,0,0,0,5,0,0,3,0,3,6,6.0,103.0,2023-24
Alvarado ISD,126901,275,275,0,1,0,43,0,0,13,6,0,0,0,0,0,63,0,0,0,0,10,10,10.0,623.0,2023-24
Burleson ISD,126902,"1,017","1,017",0,8,0,47,0,0,39,61,0,0,0,0,0,155,0,0,0,0,55,55,55.0,210.0,2023-24
Cleburne ISD,126903,475,475,1,5,0,49,0,0,29,34,2,0,0,0,0,120,0,0,0,1,32,33,33.0,1103.0,2023-24
Grandview ISD,126904,117,117,0,2,0,10,0,0,2,7,0,0,0,0,0,21,0,0,0,0,0,0,0.0,255.0,2023-24
Joshua ISD,126905,432,432,1,10,0,48,0,0,11,43,0,0,0,0,0,113,-1,-1,-1,-1,-1,3,3.0,980.0,2023-24
Keene ISD,126906,89,89,0,5,0,6,0,0,5,5,0,0,0,0,0,21,0,0,0,0,7,7,7.0,206.0,2023-24
Rio Vista ISD,126907,46,46,0,0,0,10,0,0,1,6,0,0,0,0,0,17,-1,-1,-1,-1,-1,1,1.0,110.0,2023-24
Venus ISD,126908,156,156,1,1,0,16,0,0,0,10,0,0,0,0,0,28,0,0,0,0,7,7,7.0,347.0,2023-24
Godley ISD,126911,212,212,0,10,0,22,1,0,6,8,1,0,0,0,0,48,-1,-1,-1,-1,-1,4,4.0,476.0,2023-24
Anson ISD,127901,52,52,0,0,0,9,0,0,0,5,0,0,0,0,0,14,-1,-1,-1,-1,-1,3,3.0,121.0,2023-24
Hamlin Collegiate ISD,127903,26,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,2,2.0,56.0,2023-24
Hawley ISD,127904,59,59,0,0,0,9,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0.0,129.0,2023-24
Lueders-Avoca ISD,127905,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,18.0,2023-24
Stamford ISD,127906,38,38,0,1,0,7,0,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0.0,89.0,2023-24
Karnes City ISD,128901,75,75,0,0,0,10,0,0,0,3,0,0,0,0,0,13,0,0,0,0,6,6,6.0,169.0,2023-24
Kenedy ISD,128902,61,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,3,3.0,126.0,2023-24
Runge ISD,128903,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1.0,29.0,2023-24
Falls City ISD,128904,32,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.0,65.0,2023-24
Crandall ISD,129901,438,438,0,11,0,39,1,0,6,37,0,0,0,0,0,94,0,0,0,0,12,12,12.0,982.0,2023-24
Forney ISD,129902,"1,094","1,094",2,14,0,40,0,0,16,72,0,0,0,0,0,144,0,0,0,0,113,113,113.0,257.0,2023-24
Kaufman ISD,129903,344,344,1,12,0,47,0,0,1,17,0,0,0,0,0,78,-1,-1,-1,-1,-1,1,1.0,767.0,2023-24
Kemp ISD,129904,133,133,1,3,0,26,0,0,1,7,0,0,0,0,0,38,0,0,0,0,20,20,20.0,324.0,2023-24
Mabank ISD,129905,271,271,1,3,0,54,0,0,6,27,0,0,0,0,0,91,0,0,0,0,6,6,6.0,639.0,2023-24
Terrell ISD,129906,376,376,1,4,0,40,1,0,10,19,0,0,0,0,0,75,0,0,0,0,58,58,58.0,885.0,2023-24
Scurry-Rosser ISD,129910,98,98,0,2,0,12,0,0,4,4,0,0,0,0,0,22,-1,-1,-1,-1,-1,1,1.0,219.0,2023-24
Meadowland Charter District,130801,5,5,0,0,0,1,5,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,-1,1,1.0,17.0,2023-24
Boerne ISD,130901,827,827,0,15,0,39,0,0,34,80,0,0,0,0,0,168,0,0,0,0,10,10,10.0,1832.0,2023-24
Comfort ISD,130902,92,92,0,3,0,8,0,0,0,4,0,0,0,0,0,15,-1,-1,-1,-1,-1,1,1.0,200.0,2023-24
Jayton-Girard ISD,132902,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,20.0,2023-24
Center Point ISD,133901,41,41,0,2,0,5,0,1,0,1,0,0,0,0,0,9,-1,-1,-1,-1,-1,4,4.0,95.0,2023-24
Hunt ISD,133902,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Kerrville ISD,133903,360,360,1,7,0,37,0,0,3,13,0,0,0,0,0,61,0,0,10,0,1,11,11.0,792.0,2023-24
Ingram ISD,133904,94,94,0,1,0,10,0,0,0,9,0,0,0,0,0,20,0,0,0,0,0,0,0.0,208.0,2023-24
Junction ISD,134901,24,24,0,2,0,12,0,0,1,2,0,0,0,0,0,17,0,0,0,0,0,0,0.0,65.0,2023-24
Guthrie CSD,135001,7,7,0,0,0,3,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0.0,19.0,2023-24
Brackett ISD,136901,41,41,0,2,0,2,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0.0,90.0,2023-24
Kingsville ISD,137901,196,196,0,1,0,17,0,0,0,0,0,0,0,0,0,18,0,0,0,0,47,47,47.0,457.0,2023-24
Ricardo ISD,137902,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Riviera ISD,137903,50,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,104.0,2023-24
Santa Gertrudis ISD,137904,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,178.0,2023-24
Knox City-O'Brien CISD,138902,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,30.0,2023-24
Munday CISD,138903,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,1,1.0,45.0,2023-24
Benjamin ISD,138904,6,6,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0,18.0,2023-24
Chisum ISD,139905,72,72,0,0,0,6,0,0,0,5,0,0,0,0,0,11,-1,-1,-1,-1,-1,1,1.0,156.0,2023-24
Paris ISD,139909,254,254,0,2,0,50,0,1,2,28,0,0,0,0,0,83,0,0,0,0,5,5,5.0,596.0,2023-24
North Lamar ISD,139911,145,145,0,0,0,27,0,0,3,8,0,0,0,0,0,38,-1,-1,-1,-1,-1,1,1.0,329.0,2023-24
Prairiland ISD,139912,60,60,0,0,0,6,0,0,4,8,0,0,0,0,0,18,0,0,0,0,0,0,0.0,138.0,2023-24
Amherst ISD,140901,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,14.0,2023-24
Littlefield ISD,140904,86,86,0,3,0,17,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,0,0.0,198.0,2023-24
Olton ISD,140905,46,46,0,3,0,3,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0.0,99.0,2023-24
Springlake-Earth ISD,140907,27,27,0,0,0,6,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0.0,63.0,2023-24
Sudan ISD,140908,32,32,0,0,0,4,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0.0,70.0,2023-24
Lampasas ISD,141901,229,229,0,2,0,40,0,0,0,26,0,0,0,0,0,68,-1,-1,-1,-1,-1,1,1.0,527.0,2023-24
Lometa ISD,141902,20,20,0,2,0,3,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0.0,47.0,2023-24
Cotulla ISD,142901,95,95,1,0,0,3,0,0,0,6,0,0,0,0,0,10,-1,-1,-1,-1,-1,3,3.0,203.0,2023-24
Hallettsville ISD,143901,101,101,0,0,0,4,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0.0,208.0,2023-24
Moulton ISD,143902,21,21,0,0,0,4,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0.0,47.0,2023-24
Shiner ISD,143903,40,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,84.0,2023-24
Vysehrad ISD,143904,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0.0,2.0,2023-24
Sweet Home ISD,143905,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Ezzell ISD,143906,8,8,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0.0,23.0,2023-24
Giddings ISD,144901,135,135,0,3,0,30,0,0,3,4,1,0,0,0,0,41,-1,-1,-1,-1,-1,1,1.0,312.0,2023-24
Lexington ISD,144902,77,77,0,2,1,23,0,0,0,6,0,0,0,0,0,32,-1,-1,-1,-1,-1,1,1.0,187.0,2023-24
Dime Box ISD,144903,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,18.0,2023-24
Buffalo ISD,145901,72,72,0,4,0,15,0,0,1,3,0,0,0,0,0,23,-1,-1,-1,-1,-1,1,1.0,168.0,2023-24
Centerville ISD,145902,46,46,0,0,0,12,1,0,1,1,0,0,0,0,0,15,-1,-1,-1,-1,-1,2,2.0,109.0,2023-24
Normangee ISD,145906,44,44,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0,97.0,2023-24
Oakwood ISD,145907,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0.0,36.0,2023-24
Leon ISD,145911,59,59,0,1,0,6,0,0,0,1,0,0,0,0,0,8,-1,-1,-1,-1,-1,2,2.0,128.0,2023-24
Cleveland ISD,146901,776,776,1,47,0,107,0,36,1,90,0,0,0,0,0,282,0,0,0,0,138,138,138.0,1972.0,2023-24
Dayton ISD,146902,347,347,1,4,0,50,0,1,0,29,0,0,0,0,0,85,0,0,0,0,23,23,23.0,802.0,2023-24
Devers ISD,146903,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,0,0.0,0.0,2023-24
Hardin ISD,146904,77,77,0,1,0,26,0,0,1,7,0,0,0,0,0,35,0,0,0,0,0,0,0.0,189.0,2023-24
Hull-Daisetta ISD,146905,20,20,0,1,0,10,0,0,0,1,0,0,0,0,0,12,-1,-1,-1,-1,-1,1,1.0,53.0,2023-24
Liberty ISD,146906,154,154,0,7,0,24,0,1,0,11,0,0,0,0,0,43,0,0,0,0,5,5,5.0,356.0,2023-24
Tarkington ISD,146907,114,114,1,0,0,27,0,0,0,8,0,0,0,0,0,36,0,0,0,0,0,0,0.0,264.0,2023-24
Coolidge ISD,147901,19,19,0,0,0,3,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0.0,43.0,2023-24
Groesbeck ISD,147902,113,113,0,5,0,13,0,0,0,3,0,0,0,0,0,21,0,0,0,0,9,9,9.0,256.0,2023-24
Mexia ISD,147903,136,136,0,0,0,1,0,0,0,8,0,0,0,0,0,9,0,0,0,0,15,15,15.0,296.0,2023-24
Booker ISD,148901,21,21,0,2,0,2,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0.0,49.0,2023-24
Follett ISD,148902,13,13,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0.0,33.0,2023-24
Darrouzett ISD,148905,6,6,0,4,0,0,0,0,1,2,0,0,0,0,0,7,0,0,0,0,0,0,0.0,19.0,2023-24
George West ISD,149901,54,54,2,1,0,15,0,0,0,5,0,0,0,0,0,23,-1,-1,-1,-1,-1,2,2.0,133.0,2023-24
Three Rivers ISD,149902,53,53,0,0,0,4,0,0,0,2,0,0,0,0,0,6,-1,-1,-1,-1,-1,4,4.0,116.0,2023-24
Llano ISD,150901,135,135,0,4,0,34,0,0,0,7,0,0,0,0,0,45,0,0,0,0,0,0,0.0,315.0,2023-24
Texas Tech University K-12,152504,110,110,1,0,0,97,0,0,16,9,0,0,0,41,0,164,0,0,0,0,15,15,15.0,399.0,2023-24
